cleaned,label
salah garam himalaya bisa meredakan asam lambung akun x blue berets7 pada rabu 12 03 2024 mengunggahfoto arsip disertai narasi isep garam himalaya taruh dibawah lidah untuk mengurangi asam lambung per senin 24 03 2025 konten tersebut telah mendapatkan 8 suka dan sudah ditonton 532 kali pemeriksaan fakta tim pemeriksa fakta mafindo turnbackhoax pertama tama menelusuri kebenaran klaim dengan memasukkan kata kunci meredakan asam lambung dengan menggunakan garam himalaya ke mesin pencarian google hasilnya ditemukan artikelkompas comberjudul konsumsi garam untuk penderita asam lambung bagaimana baiknya dilansir dari artikel yang tayang agustus 2020 itu sebuah studi di norwegia menemukan bahwa responden yang sering menambahkan garam meja ke makanan memiliki risiko 70 lebih tinggi mengalami asam lambung naik dibandingkan dengan mereka yang tidak konsumsi garam berlebihan dapat menyebabkan penumpukan cairan dalam tubuh yang berpotensi meningkatkan berat badan obesitas sendiri merupakan salah satu faktor risiko utama untuk gastroesophageal reflux disease gerd yaitu kondisi di mana asam lambung naik ke kerongkongan dan menyebabkan gejala seperti nyeri ulu hati sementara itu dilansir dari artikelalodokter comyang ditinjau dr gracia fensynthia yang tayang september 2024 masyarakat dapat mengatasi asam lambung naik dengan cara kesimpulan unggahan berisi klaim garam himalaya bisa meredakan asam lambung merupakan konten yang menyesatkan misleading content ditulis oleh laurensius raka,1
penipuan lowongan kerja pt gudang garam tbk ditemukan sebuahunggahan arsip oleh akun tiktok lowongan kerja575 pada jumat 21 02 2025 yang menampilkan informasi terkait lowongan pekerjaan gudang garam tbk dalam poster yang ditampilkan terdapat penawaran gaji dengan kisaran 7 juta hingga 9 5 juta rupiah pada profilnya bagi yang ingin mendaftar diarahkan untuk mengisi identitas padatautan arsip yang disematkan pada bio profil tersebut per jum at 14 03 2025 unggahan tersebut telah diputar sebanyak lebih dari 1 juta kali pemeriksaan fakta melalui situs resmi milik gudang garam tbkwww gudanggaramtbk compada halamankarir hasilnya ditemukan 3 lowongan sebagai mekanik operator mesin produksi dan pengawasan proyek sipil namun kualifikasi yang disertakan berbeda dengan yang ditampilkan pada sumber informasi serupa juga pernah diklarifikasi oleh tim pemeriksa fakta mafindo di laman turnbackhoax id dalam judu artikell penipuan lowongan pekerjaan pt gudang garam tayangrabu 11 12 2024 kesimpulan,1
banding diterima tarif trump tetap berlaku pengadilan banding federal pada kamis 29 05 mengizinkan presiden trump untuk sementara waktu melanjutkan penerapan tarif berdasarkan undang undang kekuasaan darurat pengadilan mengizinkan kebijakan itu berlaku sembari pemerintahan trump mengajukan banding atas putusan yang membatalkan sebagian besar kebijakan ekonomi kontroversialnya tersebut pengadilan banding untuk wilayah federal mengabulkan permintaan darurat dari pemerintahan trump yang beralasan penghentian kebijakan tersebut dapat berdampak serius terhadap keamanan nasional negara putusan ini menangguhkan keputusan sebelumnya dari pengadilan perdagangan internasional as yang keluar sehari sebelumnya scroll to continue with content pada rabu 28 05 pengadilan perdagangan internasional menyatakan bahwa trump telah melampaui wewenangnya dalam menggunakan undang undang kekuatan ekonomi darurat internasional ieepa untuk menetapkan tarif terhadap sebagian besar mitra dagang amerika serikat dalam keputusan mengejutkan itu tiga hakim menyatakan bahwa menurut konstitusi as wewenang menetapkan tarif berada di tangan kongres bukan presiden mereka menilai trump menyalahgunakan ieepa yang seharusnya digunakan untuk merespons ancaman darurat nasional untuk kepentingan politik dagang putusan dari pengadilan perdagangan internasional sangat keliru dan politis semoga mahkamah agung membatalkan keputusan yang mengancam negara ini dengan cepat dan tegas tulis trump lewat media sosialnya di luar putusan besar dari pengadilan dagang tersebut seorang hakim federal lainnya rudolph contreras juga memutuskan bahwa trump telah melampaui wewenangnya saat memberlakukan tarif terhadap dua perusahaan mainan edukatif asal illinois menurut ap kedua perusahaan mengklaim harus menaikkan harga hingga 70 agar bisa bertahan jeffrey schwab dari liberty justice center yang mewakili lima usaha kecil dalam gugatan terpisah mengatakan bahwa kliennya menghadapi ancaman langsung terhadap kelangsungan bisnis mereka namun dengan keputusan pengadilan banding terbaru tarif akan tetap diberlakukan sembari proses hukum berlanjut secara agenda tanggapan dari penggugat dijadwalkan paling lambat 5 juni 2025 sementara pemerintah akan menyampaikan balasannya pada 9 juni 2025 keputusan pengadilan ini disambut dengan hati hati oleh berbagai negara pemerintah inggris menyatakan bahwa ini adalah urusan dalam negeri as dan memilih menunggu hingga proses hukum selesai jerman dan komisi eropa juga belum memberi komentar namun perdana menteri kanada mark carney sempat merespons ini sesuai dengan posisi lama kanada bahwa tarif trump tidak sah ujarnya kepada afp sementara itu menteri keuangan as scott bessent menyatakan bahwa proses hukum belum mempengaruhi jadwal negosiasi dagang mitra dagang kami datang dengan itikad baik katanya kepada fox news ketidakpastian hukum ini juga memicu reaksi hati hati di pasar keuangan meskipun saham naik pada kamis 29 05 investor masih menahan diri akibat potensi proses hukum yang panjang tarif saat ini tetap sekitar 15 persen tulis oxford research dalam laporan yang dikutip reuters jauh di atas rata rata 2 3 persen sebelum trump kembali menjabat biaya tambahan ini berdampak pada berbagai sektor dari otomotif hingga barang konsumsi beberapa perusahaan besar seperti general motors dan ford bahkan membatalkan proyeksi bisnis mereka sementara perusahaan multinasional seperti honda dan campari mempertimbangkan relokasi operasional guna menghindari beban tarif yang terus berlanjut proses hukum ini menambah ketidakpastian terhadap arah kebijakan perdagangan as ke depan terutama karena proses banding masih berlangsung ujar kepala ekonom ey gregory daco dikutip dari afp perkembangan hukum ini memperbesar ketidakpastian jangka panjang bagi bisnis yang bergantung pada rantai pasok lintas negara tambahnya sumber reuters ap afp artikel ini diadaptasi dari bahasa inggris diadaptasi oleh tezar aditya editor rahka susanto simak juga video nggak cuma apple samsung juga terancam tarif trump gambas video 20detik,0
salah pendemo dan penuduh ijazah palsu jokowi ditangkap beredar video yang memperlihatkan seorang ibu berbaju tahanan menangis diklaim bernama tarwiyah wanita yang viral karena aksi demonstrasinya yang menyinggung jokowi saat menyuarakan kekecewaan terhadap pemilu 2024 di depan kantor kpu ri pada maret 2024 video tersebut diunggah oleh sejumlah warganet salah satunya di akun tiktok erwanbatman arsip akun facebook umar al faruq arsip dan akun tiktok sablon studio arsip berikut narasi lengkapnya makanya jngn lawan orang baik masih ada hubungannya dengan tuduhan ijasah palsu tangis haru dapat baju oranye ibu tarwiyah menangis guys jokowi sudah bersabar tapi kesabaran ada batasnya si tarwiyah pengger4k demo adil1 jokow1 nangis saat ditangkap nah lu kalau begini siapa yg akan menolong jangan pernah melawan orang yg sangat sabar 1 persatu akan ketangkep hingga rabu 23 4 2025 unggahan akun tiktok erwanbatman sudah mendapat 8 343 tanda suka dan 3 052 komentar unggahan akun facebook umar al faruq mendapat 4 400 tanda suka dan hampir 5 000 komentar pemeriksaan fakta tim pemeriksa fakta mafindo turnbackhoax memanfaatkan google image reverse untuk mencari tahu konteks asli dari video tersebut penelusuran teratas mengarah ke video serupa yang dibagikan kanal youtubetv radio polri polri ungkap penipuan berkedok calo penerimaan anggota polri ditemukan juga pemberitaankompas com tersangka kasus penipuan seleksi polri menangis di hadapan polisi dilansir dari berita tayang jumat 18 4 2025 itu kedua sosok berbaju orange tersebut merupakan tersangka penipuan terhadap calon siswa bintara polri dua orang tersebut mengaku memiliki koneksi ke pejabat tinggi polri dan menjanjikan kelulusan tidak ada kaitannya dengan pendemo adili jokowi atau penuduh ijazah palsu jokowi kesimpulan unggahan video berisi klaim pendemo dan penuduh ijazah palsu jokowi ditangkap merupakan konten yang menyesatkan misleading content,1
akui pelayanan kesehatan kota surabaya perlu diperbaiki eri saya mohon kritik dan sarannya surabaya kompas com wali kota surabayaeri cahyadisebut usia harapan hidup di kota surabaya mencapai 76 02 tahun tapi masih banyak pelayanan kesehatan yang harus diperbaiki mulai dari bpjs yang masih banyak keluhan sampai rumah sakit yang mengharuskan mengantre panjang maupun fasilitas kesehatan yang kurang memadai kita tidak bisa mengatakan rumah sakit rumah sakit ini tidak milik berpihak kepada masyarakat tapi kenyataannya masih ada pelayanan yang kurang bagus sebut eri dalam pidatonya di resepsi hjks 732 di taman surya balai kota surabaya sabtu 31 5 2025 eri juga mengaku prihatin dengan situasi di beberapa rumah sakit besar di surabaya yang setiap harinya harus menampung ribuan pasien sehingga mengharuskan masyarakat untuk mengantre demi mendapatkan pelayanan kesehatan baca juga indeks pembangunan manusia kota surabaya tertinggi di jatim eri cahyadi semua berkat gotong royong maka dengan membangun rumah sakit baru agar kami bisa menghormati betul bagaimana warga surabaya membesarkan dan mencintai kota ini inilah rasa penghormatan kami ujarnya maka dari itu dia meminta dukungan dari masyarakat untuk ikut memberikan saran dan kritik saya eri cahyadi hanya 10 tahun membangun kota surabaya ini kalau birokrasi di kota surabaya kalau seluruh warga kota surabaya tidak berubah maka surabaya ini akan hanya tergantung kepada orang perorangan yaitu wali kota dan wakil wali kota tuturnya menurutnya kota surabaya tidak boleh hanya mengandalkan wali kota karena sejatinya yang mengatur pemerintahan adalah birokrasi di jajaran pemerintah maka saya katakan turunlah camat dan lurah turunlah kepala dinas dan kepala bagian turunlah sekda turunlah asisten karena apa karena merekalah yang lebih panjang masanya memimpin kota surabaya dengan birokrasinya katanya selain itu penting juga untuk melakukan sinergi dan kolaborasi dengan drpd kota surabaya agar mewujudkan masyarakat yang bahagia baca juga eri cahyadi pemilik sejati kota surabaya adalah warganya saya yakin ketika eksekutif dan legislatif memiliki visi yang sama maka di situlah kebahagiaan warga kota surabaya bisa tercapai bisa terwujud tanpa mengatakan siapa yang lebih baik antara eksekutif dan legislatif ucapnya ia juga mengingatkan untuk terus bersikap rendah hati dan melupakan kesombongan diri serta mengangkat kebersamaan ketika ada keberhasilan maka bukan keberhasilan eksekutif atau legislatif saja bukan keberhasilan orang orang tertentu tapi itu adalah keberhasilan kebersamaan dari seluruh warga kota surabaya terangnya pantauankompas comsejak sekitar pukul 07 00 wib ratusan organisasi perangkat daerah opd forum koordinasi pimpinan daerah forkopimda influencer hingga masyarakat umum memadati balai kota surabaya terlihat eri cahyadi bersama istri rini indriyani dan wakil walikota surabaya armuji bersama istri iswahyurini mengenakan kebaya kebaya rancongan khas surabaya baca juga tak lagi kirim ke barak seperti dedi mulyadi eri cahyadi punya cara baru tangani anak yang kembali berulah,0
momen jemaah haji ri berburu soto hingga gorengan usai jumatan jemaahhajiindonesia mengikuti salat jumat berjemaah dengan khusyuk di hotel usai salat jemaah haji tampak berburu soto hingga gorengan di salah satu warung penjual makanan khas indonesia pantauandetikcom jumat 30 5 2025 warung tersebut terdapat di salah satu lantai hotel ada soto bakso sayur lodeh cah kangkung hingga beragam goregan yang dijual di sini harga gorengannya mulai dari sar 2 atau sekitar rp 8 600 per biji sementara harga sotonya sar 15 atau sekitar rp 65 ribu per porsi scroll to continue with content jemaah haji pun mengantre untuk membeli gorengan hingga soto mereka terlihat memborong gorengan yang dijajakan di warung ini salah satu jemaah haji asal tegal dwi mengaku sengaja datang ke hotel 502 untuk berburu soto dan gorengan dwi sendiri tinggal di sektor 2 dan harus menggunakan taksi menuju hotel 502 taidnya ada dari kloter kami yang posting kebetulan lagi cari makanan ucap dwi dia mengaku senang karena bisa makan soto dan gorengan di makkah menurutnya rasa soto tersebut membuat dirinya terasa sedang di tegal masyaallah kayak di indonesia banget berasa kayak di tegal tuturnya pedagang makanan khas indonesia memang banyak bermunculan di dekat dekat hotel jemaah ri biasanya pedagang kue mulai berjualan pada pagi hari ada beragam makanan terutama cemilan khas indonesia yang dijajakan kementerian agama juga menyajikan makanan khas nusantara sebanyak tiga kali sehari untuk seluruh jemaah indonesia bahkan ada 475 ton bumbu asli indonesia yang didatangkan ke saudi lewat bpkh limited bumbu itu kemudian didistribusikan dan digunakan oleh dapur katering untuk jemaah haji yang bekerja sama dengan pemerintah indonesia simak juga video jumat terakhir di makkah jelang puncak haji gambas video 20detik,0
139 sekolah swasta di jateng gratiskan biaya untuk siswa miskin ini cara daftarnya semarang kompas com dinas pendidikan dan kebudayaan disdikbud jawa tengahbermitra dengan 139 sma smk swasta dalam program kemitraan sistem penerimaan murid baru spmb tahun ajaran 2025 2026 program ini bertujuan menampung siswa miskin melalui skema afirmasi dengan menyediakan 5 004 kursi gratis di sekolah swasta mitra langkah tersebut tertuang dalam keputusan kepala disdikbud jateng nomor 400 3 1 06293 tahun 2025 sehingga siswa yang menjadi peserta program kemitraan ini dia tetap sekolah secara gratis dan sasaran dari program kemitraan ini adalah anak anak p1 p2 p3 juga anak anak yang disebut sebagai anak afirmasi jelas sunarto sekretaris spmb jateng sabtu 31 5 2025 baca juga smp swasta surabaya setuju sekolah gratis asal gaji pegawai operasional dan atk dibayar pemerintah calon murid baru cmb yang termasuk dalam kategori p1 p2 p3 serta anak afirmasi dapat mengecek status mereka melalui laman caribdt dinsos jatengprov go id dan mendaftar via layanan informasi juga tersedia melalui helpdesk 024 860265 dan 081318957191 serta instagram resmi pdkjateng,0
penipuan tautan pendaftaran cpns kementerian pariwisata 2025 akun tiktok info pendaftaran cpns pada kamis 17 04 2025 mengunggahvideo arsip disertai narasi resmi dibuka pendaftaran cpns 2025 persyaratan pengunggah dalam salah satu balasan komentar mengarahkan warganet untuk mendaftar lewat bio dalam akun per sabtu 26 4 2025 unggahan telah dilihat lebih dari 217 ribu mendapat 1 200 an tanda suka dan dibagikan ulang hampir 2 500 kali pemeriksaan fakta tautan dalam bio akun tak mengarah ke laman milik pemerintah tetapi ke laman yang meminta calon pelamar untuk login menggunakan telegram dengan mengisi nama lengkap asal provinsi dan nomor telepon tim pemeriksa fakta mafindo turnbackhoax menelusuri laman resmi badan kepegawaian negara bkn bkn go iduntuk mencari informasi mengenai pendaftaran cpns 2025 informasi terbaru mengenai seleksi cpns terlampir dalam surat nomor5419 b ks 04 01 sd k 2024 dimulai pada agustus 2024 dan berakhir pada maret 2025 sampai saat ini belum ada informasi mengenai pendaftaran cpns 2025 turnbackhoax kemudian mengakses laman resmi kementerian pariwisatakemenpar go id pengumuman terakhir memuat informasi penggantian kelulusan peserta seleksi cpns 2024 tidak ditemukan informasi mengenai pembukaan cpns 2025 seleksi masuk kementerian pariwisata bisa melalui kesimpulan unggahan berisi tautan pendaftaran cpns kementerian pariwisata 2025 yang mengarah ke laman tak resmi itu merupakan konten tiruan impostor content ditulis oleh vania,1
penipuan tautan lowongan kerja pt hwa seung indonesia hwi akun tiktok id loker pada minggu 13 04 2025 mengunggahvideo arsip berisi informasi lowongan kerja di pt hwa seung indonesia hwi sebagai berikut dibutuhkan tenaga kerja 200 orang tercepatlowongan kerja pt hwidari jam 7 pagi jam 4 soregaji 4 5 sampai 9 5 jutalembur 70 000 per jamlaki laki perempuantidak ada batas usiapengalaman dan ijazah tidak di utamakandisediakan mess dan wifi gratis bagi yang ingin nginapjika berminat silahkan klik link di bio hingga kamis 29 05 2025 unggahan telah disukai lebih dari 300 an akun dibagikan ulang 51 kali serta menuai 106 komentar pemeriksaan fakta tim pemeriksa fakta mafindo turnbackhoax memasukkan kata kunci loker pt hwi jepara ke mesin pencarian google penelusuran teratas mengarah ke laman resmi perusahaan yaknihrd hwi hsinni com turnbackhoax kemudian menelusuri bagian career dan menemukan informasi mengenai lowongan kerja beberapa posisi di pt hwi terdapat kriteria tertentu untuk masing masing posisi seperti harus merupakan lulusan jurusan tertentu memiliki pengalaman dan lain lain pendaftaran dilakukan dengan mengisi formulir dalam laman bukan melalui tautan dari laman lain dari penelusuran turnbackhoax tautan yang tersemat di bio akun tiktok id loker mengarahkan warganet untuk membuka laman domain vercel app laman itu meminta warganet mengisi sejumlah data pribadi berupa kesimpulan unggahan berisi tautan lowongan kerja pt hwi yang mengarah ke laman tak resmi itu merupakan konten palsu fabricated content ditulis oleh vinanda febriani,1
penipuan dana bantuan dari bpjs pada senin 17 3 2025 akun facebook sanira adhistya membagikantautan arsip disertai narasi 2025 bpjs indonesia pusat mengeluarkan dana bantuan periode 2025 penerima dana bantuan terbatas penerima dana bantuan berhak rp 3 550 000 orang silahkan anda klik tautan untuk cek klaim hingga kamis 10 4 25 unggahan telah mendapatkan 112 tanda suka pemeriksaan fakta disadur dari artikel cek faktakompas com tim cek fakta kompas com menghubungi bpjs kesehatan untuk mengonfirmasi kebenaran informasi tersebut kepala humas bpjs kesehatan rizzky anugerah mengatakan informasi bansos tunai rp 3 5 juta untuk peserta bpjs kesehatan adalah hoaks dan modus penipuan ini hoaks dan penipuan tidak ada bantuan dan program seperti hal tersebut kata rizzky saat dihubungi kompas com kamis 9 1 2025 berikut saluran komunikasi resmi bpjs kesehatan kesimpulan unggahan berisi klaim dana bantuan dari bpjs indonesia merupakan konten tiruan impostor content ditulis oleh raymondha elsha,1
salah kendaraan dengan stnk telat pajak 2 tahun akan langsung disita ditemukan sebuah unggahanvideo arsip yang dibagikan oleh akun tiktok n torus menginformasikan mengenai stnk yang terlambat tidak melakukan pajak selama 2 tahun maka saat mendapati tilang akan langsung disita oleh kepolisian video tersebut disertai denganvoice oversebagai berikut akhirnya undang undang perampasan aset resmi disahkan tapi undang undang perampasan aset rakyat jadi nanti kendaraan yang 2 tahun pajaknya mati tuh bakal disita sama negara giliran kayak begini aja cepet pak bu giliran undang undang perampasan aset buat para koruptor yang udah jelas jelas bikin negara kita tuh hancur itu kok gak selesai selesai emang bener bener nih para perwakilan rakyat kita nih memang bener bener kerjanya gercep gitu gercep kalau undang undangnya menyusahkan rakyat hingga artikel ini ditulis unggahan tersebut telah diputar sebanyak lebih dari 600 ribu kali dengan lebih dari 700 interaksi melalui komentar pemeriksaan fakta tim pemeriksa fakta mafindo turnbackhoax coba melakukan penelusuran sumber tersebut melalui mesin pencarian google dengan memasukan kata kunci kendaraan dengan stnk telat pajak selama 2 tahun akan disita hasilnya ditemukan informasi yang ditulis oleh kompas com berjudul berita hoaks stnk mati 2 tahun tidak akan disita tayang kamis 20 03 2025 kabar tersebut dibantah oleh dirgakkum korlantas polri brigjen pol raden slamet santoso ia menegaskan bahwa informasi tersebut tidak benar dan hingga sekarang belum ada perubahan aturan tilang sesuai dengan peraturan yang berlaku saat ini menurutnya stnk memang harus disahkan setiap tahun tetapi jika pengendara terjaring razia dengan stnk yang belum diperpanjang akan dikenakan tilang namun kendaraannya tidak sampai disita kemudian pengendara yang terekam oleh sistem tilang elektronik etle juga tidak akan langsung mendapatkan sanksi pada waktu itu juga namun mereka akan menerima surat konfirmasi terlebih dahulu untuk melakukan verifikasi atas pelanggaran tersebut jika pemilik kendaraan tidak merespons surat konfirmasi atau tidak membayar denda tilang dalam batas waktu yang ditentukan data kendaraan baru akan diblokir namun sifatnya hanya sementara kesimpulan unggahan informasi kendaraan dengan stnk telat pajak selama 2 tahun akan disita merupakan konten yang menyesatkan misleading content ditulis oleh arief putra ramadhan,1
100 napi high risk dipindah ke lapas nusakambangan terbukti miliki narkoba jakarta kompas com sebanyak 100 warga binaan risiko tinggi high risk kasus narkotika yang kerap berulah dipindahkan ke lembaga pemasyarakatan lapas dengan pengamanansuper maximumdi pulau nusakambangan jawa tengah mereka adalah warga binaan kasus narkotika yang telah melakukan pelanggaran tingkat berat bahkan berulang terkait kepemilikan hp dan narkoba kata humasdirektorat jenderal pemasyarakatanrika aprianti dalam keterangan resmi sabtu 31 5 2025 dia mengatakan hal ini adalah bentuk upaya keseriusan direktorat jenderal pemasyarakatan beserta seluruh upt untuk membersihakan lapas dan rutan dari narkoba dan kepemilikan hp terbukti bikin ulah apalagi masih berani main main dengan narkoba dan memiliki hp handphone super maksimum nusakambangan jawabannya lanjut rika baca juga 612 napi berisiko tinggi dipindah ke nusakambangan karena ganggu keamanan rika mengatakan pemindahan warga binan dari 11 lapas dan rutan di wilayah riau ke nusakambangan tersebut merupakan bentuk pelajaran bagi warga binaan lain supaya tidak ikut berulah jadi memindahkan warga binaan yang kerap berulah terkait narkoba dan hp ini pastinya memiliki tujuan yaitu penindakan tegas bagi warga binaan yang masih berani main main kata dia selain itu juga mengamankan lapas dari pengaruh buruk khususnya narkoba dan yang tidak kalah penting adalah pelajaran bagi warga binaan lain agar tidak melakukan kesalahan yang sama tambah rika rika juga menyebutkan pemindahan ini memiliki dasar dan alasan yang jelas hal ini sesuai dengan hasil penyelidikan pemeriksaan asesmen dan aturan yang berlaku ini menjadi bagian jawaban kepada masyarakat tentang upaya upaya nyata pemasyarakatan membersihkan lapas dan rutan dari narkoba dan juga hp katanya baca juga dari 44 000 kini tinggal sekitar 1 000 napi berpotensi dapat amnesti dengan kebijakan tersebut rika berharap lapas dan rutan dapat menjadi rumah aman bagi pembinaan warga binaan sesuai dengan tujuan pemasyarakatan agar pada saatnya mereka kembali ke masyarakat berhasil menjadi pribadi yang utuh menyadari kesalahannya dan bermanfaat bagi masyarakat lanjut dia sebanyak 100 narapidana tersebut tiba di nusakambangan jumat 30 5 2025 dengan aman dan lancar mereka ditempatkan di lapas dengan tingkat keamanan maksimum dan super maksimum lapas super maksimum menerapkan penempatan warga binaanone man one cell dengan interaksi yang sangat terbatas dan diawasi penuh melalui cctv baca juga jadi napi kasus suap eks walkot bekasi rahmat effendi keluar lapas untuk nikahkan anaknya pemindahan dipimpin langsung direktur pengamanan internal bersama tim dan direktorat kepatuhan internal direktorat jenderal pemasyarakatan pegawai kantor wilayah ditjenpas riau bekerja sama brimobda riau hingga saat ini sudah lebih dari 700 warga binaan high risk terkait pelanggaran narkoba di lapas rutan yang sudah diberikan sanksi tingkat pengamanan super maksimum dan maksimum di nusakambangan,0
mengapa liga inggris meloloskan 6 tim ke liga champions 2025 2026 tempo co tempo co jakarta nbsp liga inggris mencatat sejarah baru musim ini setelah berhasil mengirim enam wakilnya ke babak grup liga champions 2025 2026 ini menjadi kali pertama dalam sejarah sepak bola eropa bahwa sebuah negara bisa meloloskan enam tim ke kompetisi paling bergengsi di benua biru tersebut nbsp enam tim yang lolos adalah liverpool sebagai juara liga inggris arsenal yang finis di posisi kedua manchester city di tempat ketiga chelsea di peringkat keempat dan newcastle united yang finis kelia selain itu ada tottenham hotspur yang memastikan tiket berkat kemenangan mereka di final europa league 2024 2025 meskipun hanya menempati posisi ke 17 di premier league alasan utama mengapa liga inggris mendapatkan tambahan slot adalah karena performa kuat klub klubnya di ajang eropa seperti diuraikan dalam laman premier league dalam sistem koefisien uefa setiap asosiasi nasional dinilai berdasarkan pencapaian kolektif klub mereka dalam tiga kompetisi eropa liga champions liga europa dan liga konferensi nbsp pada musim 2024 2025 inggris mencatat skor koefisien tertinggi dengan total 29 464 unggul jauh dari spanyol di posisi kedua dengan 23 892 kedua negara sama sama mendapat jatah lima tim ke liga champions arsenal yang sampai ke semifinal liga champions dan tottenham yang keluar sebagai juara europa league menjadi dua faktor utama dalam poin tinggi yang diraih oleh inggris selain itu beberapa klub lain seperti manchester city liverpool dan chelsea juga memberikan kontribusi penting dengan penampilan stabil mereka di eropa hasil hasil positif ini membuat uefa memberikan tambahan satu tempat di liga champions untuk klub terbaik peringkat kelima di premier league yaitu newcastle united kemenangan tottenham di final liga europa membuat jatah itu bertambah menjadi enam mereka mengalahkan sesama wakil inggris manchester united dengan skor tipis 1 0 di final yang digelar pada 21 mei 2025 nbsp sesuai aturan uefa juara europa league otomatis mendapat tiket ke liga champions musim berikutnya terlepas dari posisi mereka di liga domestik karena tottenham finis di posisi ke 17 dan tidak lolos melalui jalur domestik maka mereka menjadi penambahan kuota bagi inggris nbsp ini menjadi pertama kalinya dalam sejarah premier league bahwa kombinasi antara sistem koefisien uefa dan kemenangan di liga europa membuat enam tim bisa tampil di liga champions aturan tambahan jatah tiket dari sistem koefisien uefa mulai diterapkan musim lalu seiring penerapan aturan dan format baru kompetisi musim lalu italia dan jerman menjadi liga yang berhak mendapat tambahan satu tiket ke liga champions spanyol seperti dilaporkan di laman uefa menjadi negara kedua dengan jumlah wakil terbanyak di liga champions 2025 2026 dengan lima tim mereka mendapatkan tambahan satu tempat melalui sistem koefisien uefa karena masuk dalam dua besar koefisien uefa klub klub spanyol yang lolos adalah barcelona real madrid atletico madrid athletic club dan villarreal namun karena tidak ada tim spanyol yang menjuarai kompetisi eropa musim ini jumlah wakil mereka tetap terbatas pada lima tim italia dan jerman masing masing mengirimkan empat wakil sementara prancis hanya mengirimkan tiga tim tidak ada negara lain yang menyamai pencapaian luar biasa yang diraih oleh inggris musim ini keberhasilan liga inggris meloloskan enam tim ke liga champions bukan hanya soal angka semata tetapi juga menjadi simbol dari kualitas dan daya saing liga yang sangat tinggi ini membuktikan bahwa premier league masih menjadi liga paling kompetitif di eropa dengan klub klub yang mampu bersaing di level tertinggi baik secara domestik maupun internasional prestasi ini juga memberikan dampak finansial signifikan bagi klub klub inggris karena partisipasi di liga champions berarti pendapatan hak siar sponsor dan bonus yang jauh lebih besar selain itu ini meningkatkan reputasi premier league sebagai liga paling elite di dunia pilihan editor bagaimana real madrid menjadi klub tersukses dan terkaya,0
salah kuda unicorn hebohkan warga di kabupaten lahat beredar sebuah video arsip yang dibagikan melalui pesan berantai whatsapp menunjukkan seekor kuda unicorn berwarna putih terkapar lemas di tengah jalan dan ditonton oleh sejumlah warga video tersebut diklaim terjadi di kabupaten lahat sumatera selatan pemeriksaan fakta tim pemeriksa fakta mafindo turnbackhoax coba melakukan penelusuran sumber tersebut melalui alat pencarian invid dengan google hasilnya ditemukan banyak video serupa yang juga sudah beredar di media sosial bahkan hingga tersebar di luar negeri setelah menelusuri satu per satu hasil tersebut ditemukan akun instagram bernama maharaja ai yangmengunggahvideo serupa dalam unggahannya ia menuliskan klarifikasi bahwa video yang sedang ramai beredar tersebut merupakan buatannya dengan menggunakan teknologiartificial intelligence ai dalam deskripsi akunnya ia menjelaskan bahwa semua video yang dibuatnya menggunakan teknologi ai ia menyebutkan bahwa penyebaran video tanpa ada keterangan dan tag itulah yg menyebabkan kesalahpahaman masyarakat selain itu penggunaan lokasi di kabupaten lahat adalah karena ia bertempat tinggal di daerah tersebut maka agar lebih dilirik oleh masyarakat indonesia ia sengaja menuliskan kejadian tersebut berlokasi di kabupaten lahat kesimpulan unggahan kuda unicorn hebohkan warga di kabupaten lahat merupakan konten palsu fabricated content ditulis oleh arief putra ramadhan,1
